IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,LUX,Luxembourg,Year,2020,false,Residence Area Type,Total,TOTL,,,,,,,FPLUX2020,LUX_2020_HBS_v01_M,,3.8,,,,,,3.8,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,USA,United States of America,Year,2020,false,Residence Area Type,Total,TOTL,,,,,,,FPUSA2020,USA_2020_CES_v01_M_v01_A_PUMD,,3.98,,,,,,3.98,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,GEO,Georgia,Year,2020,false,Residence Area Type,Total,TOTL,,,,,,,FPGEO2020,GEO_2020_HIES_v01_M,,30.67,,,,,,30.67,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,MEX,Mexico,Year,2020,true,Residence Area Type,Total,TOTL,,,,,,,FPMEX2020,MEX_2020_ENIGH_v01_M,,4.44,,,,,,4.44,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,BDI,Burundi,Year,2020,true,Residence Area Type,Total,TOTL,,,,,,,FPBDI2020,BDI_2020_EICVMB_v01_M,,4.77,,,,,,4.77,,,EN,2023-05-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2020,true,Residence Area Type,Total,TOTL,,,,,,,FPKGZ2020,KGZ_2020_KIHS_v01_M_v01_A_ECAPOV,,4.91,,,,,,4.91,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,RUS,Russian Federation,Year,2020,true,Residence Area Type,Total,TOTL,,,,,,,FPRUS2020,RUS_2020_HBS_v01_M_v01,,7.7,,,,,,7.7,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2020,true,Residence Area Type,Total,TOTL,,,,,,,FPVNM2020,VNM_2020_VLSS_v01_M,,8.46,,,,,,8.46,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,PER,Peru,Year,2020,false,Residence Area Type,Total,TOTL,,,,,,,FPPER2020,PER_2020_ENAHO_v01_M,,9.67,,,,,,9.67,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPARE2019,UAE_2019_HIES_v01_M,,0.44,,,,,,0.44,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPMYS2019,MYS_2019_HES_v01_M,,1.52,,,,,,1.52,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,MLI,Mali,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPMLI2019,MLI_2019_EMOP_v01_M,,1.8,,,,,,1.8,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPTHA2019,THA_2019_SES_v01_M,,1.87,,,,,,1.87,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,JPN,Japan,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPJPN2019,JPN_2019_FIES_v01_M,,10.5,,,,,,10.5,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPMDA2019,MDA_2019_CBGC_v01_M,,14.05,,,,,,14.05,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,POL,Poland,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPPOL2019,POL_2019_HBS_v01_M,,14.86,,,,,,14.86,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPIRN2019,IRN_2019_HIES_v01_M,,15.35,,,,,,15.35,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPKHM2019,KHM_2019_CSES_v01_M,,17.86,,,,,,17.86,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPGBR2019,GBR_2019_LCFS_v01_M,,2.22,,,,,,2.22,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPIDN2019,IDN_2019_SUSENAS_v01_M,,2.53,,,,,,2.53,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPKAZ2019,KAZ_2019_HBS_v01_M,,2.91,,,,,,2.91,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPMWI2019,MWI_2019_IHS-V_v01_M_v01_A_GMD,,2.91,,,,,,2.91,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,ARM,Armenia,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPARM2019,ARM_2019_ILCS_v01_M,,24.86,,,,,,24.86,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,CAN,Canada,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPCAN2019,CAN_2019_SHS_v01_M,,3.5,,,,,,3.5,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPMOZ2019,MOZ_2019_IOF_v01_M,,3.58,,,,,,3.58,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,GEO,Georgia,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPGEO2019,GEO_2019_HIES_v01_M,,31,,,,,,31,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,SLV,El Salvador,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPSLV2019,SLV_2019_EHPM_v01_M,,4.06,,,,,,4.06,,,EN,2023-04-11T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,TUR,Türkiye,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPTUR2019,TUR_2019_HBS_v01_M,,4.22,,,,,,4.22,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPKGZ2019,KGZ_2019_KIHS_v02_M_v01_A_ECAPOV,,4.29,,,,,,4.29,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,USA,United States of America,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPUSA2019,USA_2019_CES_v01_M_v01_A_PUMD,,4.35,,,,,,4.35,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,LUX,Luxembourg,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPLUX2019,LUX_2019_HBS_v01_M,,4.52,,,,,,4.52,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPBOL2019,BOL_2019_EH_v01_M,,4.55,,,,,,4.55,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,CZE,Czechia,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPCZE2019,CZE_2019_HBS_v01_M,,4.64,,,,,,4.64,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPLAO2019,LAO_2019_LECS6_v01_M,,6.75,,,,,,6.75,,,EN,2023-04-03T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,RUS,Russian Federation,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPRUS2019,RUS_2019_HBS_v01_M_v01,,7.2,,,,,,7.2,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,ESP,Spain,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPESP2019,ESP_2019_HBS_v01_M,,7.87,,,,,,7.87,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPMAR2019,MAR_2019_ECDM_v01_M,,8.2,,,,,,8.2,,,EN,2023-04-03T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,UKR,Ukraine,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPUKR2019,UKR_2019_HLCS_v01_M,,8.32,,,,,,8.32,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,PER,Peru,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPPER2019,PER_2019_ENAHO_v01_M,,8.41,,,,,,8.41,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,SRB,Serbia,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPSRB2019,SRB_2019_HBS_v01_M_v01_A_ECAPOV,,8.53,,,,,,8.53,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,BLR,Belarus,Year,2019,false,Residence Area Type,Total,TOTL,,,,,,,FPBLR2019,BLR_2019_SHLSS_v01_M,,9.33,,,,,,9.33,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2019,true,Residence Area Type,Total,TOTL,,,,,,,FPMKD2019,MKD_2019_HBS_v01_M_v01_A_ECAPOV,,9.73,,,,,,9.73,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2018,true,Residence Area Type,Total,TOTL,,,,,,,FPSAU2018,SAU_2018_HIES_v01_M,,1.31,,,,,,1.31,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,GIN,Guinea,Year,2018,true,Residence Area Type,Total,TOTL,,,,,,,FPGIN2018,GIN_2018_EHCVM_v01_M,,1.5,,,,,,1.5,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2018,false,Residence Area Type,Total,TOTL,,,,,,,FPVNM2018,VNM_2018_VLSS_v01_M,,10.03,,,,,,10.03,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2018,true,Residence Area Type,Total,TOTL,,,,,,,FPKOR2018,KOR_2018_HIES_v01_M,,11.96,,,,,,11.96,,,EN,2023-04-02T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,HUN,Hungary,Year,2018,true,Residence Area Type,Total,TOTL,,,,,,,FPHUN2018,HUN_2018_HBS_v01_M,,12.31,,,,,,12.31,,,EN,2023-04-02T22:00:00.000Z
